"gsis_id","PlayerName","PlayerPosition","posteam","season","Targets","Reception","Air_Yards","Receiving_Yards","Receiving_TDs","Target_Share","Air_Yards_MS","WOPR","aDoT","Team_Pass_Attempts","Team_Air_Yards","FP","NYFP","n","NY_n","Targetspgame","NY_Targetspgame","Receptionspgame","NY_Receptionspgame","Air_Yardspgame","NY_Air_Yardspgame","NY_Air_Yards_MS","Receiving_Yardspgame","NY_Receiving_Yardspgame","Receiving_TDspgame","NY_Receiving_TDspgame","NY_Target_Share","NY_WOPR","NY_Air_Yards","NY_Targets","NY_adot","Team_PApgame","NY_Team_PApgame","Team_AYpgame","NY_Team_AYpgame","NY_TPA_Input","NY_TAY_Input","NY_TS_Input","NY_TS_Input_D"
"00-0033251","Zach Pascal","WR","IND",2020,71,44,772,629,5,0.1239092495637,0.19490027770765,0.322294068740904,10.8732394366197,573,3961,136.9,NA,16,NA,4.4375,NA,2.75,NA,48.25,NA,NA,39.3125,NA,0.3125,NA,NA,NA,NA,NA,NA,35.8125,NA,247.5625,NA,NA,NA,NA,"Same"
"00-0033266","JoJo Natson","WR","CLE",2020,0,0,0,0,0,0,0,0,NA,25,189,0.3,NA,1,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,25,NA,189,NA,NA,NA,NA,"Same"
"00-0033282","Curtis Samuel","WR","CAR",2020,97,77,711,854,3,0.175406871609403,0.184292379471229,0.392114973043965,7.32989690721649,553,3858,212.4,NA,15,NA,6.46666666666667,NA,5.13333333333333,NA,47.4,NA,NA,56.9333333333333,NA,0.2,NA,NA,NA,NA,NA,NA,36.8666666666667,NA,257.2,NA,NA,NA,NA,"Same"
"00-0033292","Trent Taylor","WR","SF",2020,21,10,117,86,0,0.0786516853932584,0.0751445086705202,0.170578684159252,5.57142857142857,267,1557,18.6,NA,7,NA,3,NA,1.42857142857143,NA,16.7142857142857,NA,NA,12.2857142857143,NA,0,NA,NA,NA,NA,NA,NA,38.1428571428571,NA,222.428571428571,NA,NA,NA,NA,"Same"
"00-0033307","Kendrick Bourne","WR","SF",2020,74,49,686,667,2,0.129144851657941,0.193457416807671,0.32913746925228,9.27027027027027,573,3546,127.7,NA,15,NA,4.93333333333333,NA,3.26666666666667,NA,45.7333333333333,NA,NA,44.4666666666667,NA,0.133333333333333,NA,NA,NA,NA,NA,NA,38.2,NA,236.4,NA,NA,NA,NA,"Same"
"00-0033367","C.J. Board","WR","NYG",2020,16,11,160,101,0,0.0483383685800604,0.0725952813067151,0.123324249784791,10,331,2204,21.4,NA,9,NA,1.77777777777778,NA,1.22222222222222,NA,17.7777777777778,NA,NA,11.2222222222222,NA,0,NA,NA,NA,NA,NA,NA,36.7777777777778,NA,244.888888888889,NA,NA,NA,NA,"Same"
"00-0033375","Tim Patrick","WR","DEN",2020,79,51,986,742,6,0.144688644688645,0.208854056343995,0.363230806473763,12.4810126582278,546,4721,161.2,NA,15,NA,5.26666666666667,NA,3.4,NA,65.7333333333333,NA,NA,49.4666666666667,NA,0.4,NA,NA,NA,NA,NA,NA,36.4,NA,314.733333333333,NA,NA,NA,NA,"Same"
"00-0033382","Austin Carr","WR","NO",2020,4,3,32,27,1,0.028169014084507,0.0386940749697703,0.0693393736055997,8,142,827,11.7,NA,4,NA,1,NA,0.75,NA,8,NA,NA,6.75,NA,0.25,NA,NA,NA,NA,NA,NA,35.5,NA,206.75,NA,NA,NA,NA,"Same"
"00-0033386","Cody Hollister","WR","TEN",2020,1,1,10,12,0,0.0357142857142857,0.0552486187845304,0.0922454617205998,10,28,181,2.2,NA,1,NA,1,NA,1,NA,10,NA,NA,12,NA,0,NA,NA,NA,NA,NA,NA,28,NA,181,NA,NA,NA,NA,"Same"
"00-0033460","John Ross","WR","CIN",2020,7,2,84,17,0,0.0679611650485437,0.108108108108108,0.177617423248491,12,103,777,3.7,NA,2,NA,3.5,NA,1,NA,42,NA,NA,8.5,NA,0,NA,NA,NA,NA,NA,NA,51.5,NA,388.5,NA,NA,NA,NA,"Same"
"00-0033466","Isaiah McKenzie","WR","BUF",2020,34,30,149,282,5,0.0562913907284768,0.0300767056923698,0.105490780077374,4.38235294117647,604,4954,93.58,NA,15,NA,2.26666666666667,NA,2,NA,9.93333333333333,NA,NA,18.8,NA,0.333333333333333,NA,NA,NA,NA,NA,NA,40.2666666666667,NA,330.266666666667,NA,NA,NA,NA,"Same"
"00-0033471","Isaiah Ford","WR","MIA",2020,44,28,405,276,0,0.134556574923547,0.183590208522212,0.33034800835087,9.20454545454546,327,2206,55.6,NA,9,NA,4.88888888888889,NA,3.11111111111111,NA,45,NA,NA,30.6666666666667,NA,0,NA,NA,NA,NA,NA,NA,36.3333333333333,NA,245.111111111111,NA,NA,NA,NA,"Same"
"00-0033474","Gehrig Dieter","WR","KC",2020,2,1,15,10,0,0.0606060606060606,0.102040816326531,0.162337662337662,7.5,33,147,2,NA,1,NA,2,NA,1,NA,15,NA,NA,10,NA,0,NA,NA,NA,NA,NA,NA,33,NA,147,NA,NA,NA,NA,"Same"
"00-0033481","Marcus Kemp","WR","KC",2020,1,1,1,11,0,0.0344827586206897,0.00602409638554217,0.055941005400914,1,29,166,2.1,NA,1,NA,1,NA,1,NA,1,NA,NA,11,NA,0,NA,NA,NA,NA,NA,NA,29,NA,166,NA,NA,NA,NA,"Same"
"00-0033536","Mike Williams","WR","LAC",2020,85,48,1236,756,5,0.144312393887946,0.288179062718582,0.418193934734926,14.5411764705882,589,4289,153.7,NA,14,NA,6.07142857142857,NA,3.42857142857143,NA,88.2857142857143,NA,NA,54,NA,0.357142857142857,NA,NA,NA,NA,NA,NA,42.0714285714286,NA,306.357142857143,NA,NA,NA,NA,"Same"
"00-0033555","Mack Hollins","WR","MIA",2020,25,16,240,176,1,0.0692520775623269,0.0919892679187428,0.16827060388661,9.6,361,2609,39.6,NA,9,NA,2.77777777777778,NA,1.77777777777778,NA,26.6666666666667,NA,NA,19.5555555555556,NA,0.111111111111111,NA,NA,NA,NA,NA,NA,40.1111111111111,NA,289.888888888889,NA,NA,NA,NA,"Same"
"00-0033572","Jamal Agnew","WR","DET",2020,20,13,97,89,0,0.0420168067226891,0.0249935583612471,0.0805207009369066,4.85,476,3881,25.2,NA,13,NA,1.53846153846154,NA,1,NA,7.46153846153846,NA,NA,6.84615384615385,NA,0,NA,NA,NA,NA,NA,NA,36.6153846153846,NA,298.538461538462,NA,NA,NA,NA,"Same"
"00-0033589","David Moore","WR","SEA",2020,47,35,416,417,6,0.0769230769230769,0.0860570955730244,0.175624582285732,8.85106382978723,611,4834,118.8,NA,16,NA,2.9375,NA,2.1875,NA,26,NA,NA,26.0625,NA,0.375,NA,NA,NA,NA,NA,NA,38.1875,NA,302.125,NA,NA,NA,NA,"Same"
"00-0033591","Noah Brown","WR","DAL",2020,24,14,247,154,0,0.0560747663551402,0.0813034891375905,0.141024591929024,10.2916666666667,428,3038,29.8,NA,9,NA,2.66666666666667,NA,1.55555555555556,NA,27.4444444444444,NA,NA,17.1111111111111,NA,0,NA,NA,NA,NA,NA,NA,47.5555555555556,NA,337.555555555556,NA,NA,NA,NA,"Same"
"00-0033681","Keelan Cole","WR","JAX",2020,88,55,957,642,5,0.133333333333333,0.197441716525686,0.33820920156798,10.875,660,4847,149.4,NA,16,NA,5.5,NA,3.4375,NA,59.8125,NA,NA,40.125,NA,0.3125,NA,NA,NA,NA,NA,NA,41.25,NA,302.9375,NA,NA,NA,NA,"Same"
"00-0033733","Greg Ward","WR","PHI",2020,79,53,444,419,6,0.119155354449472,0.0834743372814439,0.237165067771219,5.62025316455696,663,5319,131.1,NA,16,NA,4.9375,NA,3.3125,NA,27.75,NA,NA,26.1875,NA,0.375,NA,NA,NA,NA,NA,NA,41.4375,NA,332.4375,NA,NA,NA,NA,"Same"
"00-0033839","Dede Westbrook","WR","JAX",2020,1,1,4,4,0,0.0217391304347826,0.012779552715655,0.0415543825531324,4,46,313,1.4,NA,1,NA,1,NA,1,NA,4,NA,NA,4,NA,0,NA,NA,NA,NA,NA,NA,46,NA,313,NA,NA,NA,NA,"Same"
"00-0033840","Chad Hansen","WR","HOU",2020,24,17,290,236,1,0.117647058823529,0.174804098854732,0.298833457433606,12.0833333333333,204,1659,46.6,NA,5,NA,4.8,NA,3.4,NA,58,NA,NA,47.2,NA,0.2,NA,NA,NA,NA,NA,NA,40.8,NA,331.8,NA,NA,NA,NA,"Same"
"00-0033857","JuJu Smith-Schuster","WR","PIT",2020,128,97,703,831,9,0.191044776119403,0.151117798796217,0.392349623336456,5.4921875,670,4652,234.1,NA,16,NA,8,NA,6.0625,NA,43.9375,NA,NA,51.9375,NA,0.5625,NA,NA,NA,NA,NA,NA,41.875,NA,290.75,NA,NA,NA,NA,"Same"
"00-0033859","Josh Malone","WR","NYJ",2020,6,4,17,16,0,0.181818181818182,0.118055555555556,0.355366161616162,2.83333333333333,33,144,6.8,NA,1,NA,6,NA,4,NA,17,NA,NA,16,NA,0,NA,NA,NA,NA,NA,NA,33,NA,144,NA,NA,NA,NA,"Same"
"00-0033871","Corey Davis","WR","TEN",2020,92,65,1080,984,5,0.209567198177677,0.302605771924909,0.526174837613951,11.7391304347826,439,3569,193.4,NA,14,NA,6.57142857142857,NA,4.64285714285714,NA,77.1428571428571,NA,NA,70.2857142857143,NA,0.357142857142857,NA,NA,NA,NA,NA,NA,31.3571428571429,NA,254.928571428571,NA,NA,NA,NA,"Same"
"00-0033891","Zay Jones","WR","LV",2020,20,14,142,154,1,0.0530503978779841,0.0481845945028843,0.113304812968995,7.1,377,2947,36.56,NA,11,NA,1.81818181818182,NA,1.27272727272727,NA,12.9090909090909,NA,NA,14,NA,0.0909090909090909,NA,NA,NA,NA,NA,NA,34.2727272727273,NA,267.909090909091,NA,NA,NA,NA,"Same"
"00-0033908","Cooper Kupp","WR","LA",2020,124,92,782,978,3,0.215652173913043,0.218496786811959,0.476426011637936,6.30645161290323,575,3579,211.1,NA,15,NA,8.26666666666667,NA,6.13333333333333,NA,52.1333333333333,NA,NA,65.2,NA,0.2,NA,NA,NA,NA,NA,NA,38.3333333333333,NA,238.6,NA,NA,NA,NA,"Same"
"00-0033911","Taywan Taylor","WR","CLE",2020,1,0,15,0,0,0.032258064516129,0.0638297872340425,0.0930679478380233,15,31,235,0,NA,1,NA,1,NA,0,NA,15,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,31,NA,235,NA,NA,NA,NA,"Same"
"00-0033921","Chris Godwin","WR","TB",2020,84,65,858,840,7,0.174636174636175,0.203076923076923,0.404108108108108,10.2142857142857,481,4225,191,NA,12,NA,7,NA,5.41666666666667,NA,71.5,NA,NA,70,NA,0.583333333333333,NA,NA,NA,NA,NA,NA,40.0833333333333,NA,352.083333333333,NA,NA,NA,NA,"Same"
"00-0033932","Kenny Golladay","WR","DET",2020,32,20,466,338,2,0.172972972972973,0.300839251129761,0.470046935250292,14.5625,185,1549,65.8,NA,5,NA,6.4,NA,4,NA,93.2,NA,NA,67.6,NA,0.4,NA,NA,NA,NA,NA,NA,37,NA,309.8,NA,NA,NA,NA,"Same"
"00-0033943","Josh Reynolds","WR","LA",2020,81,52,886,618,2,0.131707317073171,0.2250444500889,0.355092090671986,10.9382716049383,615,3937,126.3,NA,16,NA,5.0625,NA,3.25,NA,55.375,NA,NA,38.625,NA,0.125,NA,NA,NA,NA,NA,NA,38.4375,NA,246.0625,NA,NA,NA,NA,"Same"
"00-0034052","Brandon Zylstra","WR","CAR",2020,4,3,55,35,0,0.032,0.0783475783475783,0.102843304843305,13.75,125,702,6.5,NA,5,NA,0.8,NA,0.6,NA,11,NA,NA,7,NA,0,NA,NA,NA,NA,NA,NA,25,NA,140.4,NA,NA,NA,NA,"Same"
"00-0034054","River Cracraft","WR","SF",2020,9,6,58,41,0,0.0743801652892562,0.0685579196217494,0.159560791669109,6.44444444444444,121,846,10.1,NA,3,NA,3,NA,2,NA,19.3333333333333,NA,NA,13.6666666666667,NA,0,NA,NA,NA,NA,NA,NA,40.3333333333333,NA,282,NA,NA,NA,NA,"Same"
"00-0034081","Steven Mitchell","WR","HOU",2020,8,5,110,60,0,0.0695652173913043,0.115546218487395,0.185230179028133,13.75,115,952,11,NA,3,NA,2.66666666666667,NA,1.66666666666667,NA,36.6666666666667,NA,NA,20,NA,0,NA,NA,NA,NA,NA,NA,38.3333333333333,NA,317.333333333333,NA,NA,NA,NA,"Same"
"00-0034104","Cam Sims","WR","WAS",2020,48,32,523,477,1,0.101694915254237,0.195440956651719,0.289351042537559,10.8958333333333,472,2676,86.2,NA,11,NA,4.36363636363636,NA,2.90909090909091,NA,47.5454545454545,NA,NA,43.3636363636364,NA,0.0909090909090909,NA,NA,NA,NA,NA,NA,42.9090909090909,NA,243.272727272727,NA,NA,NA,NA,"Same"
"00-0034132","Christian Blake","WR","ATL",2020,18,13,173,141,0,0.0618556701030928,0.0756780402449694,0.145758133326118,9.61111111111111,291,2286,27.1,NA,7,NA,2.57142857142857,NA,1.85714285714286,NA,24.7142857142857,NA,NA,20.1428571428571,NA,0,NA,NA,NA,NA,NA,NA,41.5714285714286,NA,326.571428571429,NA,NA,NA,NA,"Same"
"00-0034207","Jeff Badet","WR","WAS",2020,1,0,25,0,0,0.0175438596491228,0.0771604938271605,0.0803281351526965,25,57,324,0,NA,1,NA,1,NA,0,NA,25,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,57,NA,324,NA,NA,NA,NA,"Same"
"00-0034267","Jaleel Scott","WR","NYJ",2020,1,1,13,16,0,0.0344827586206897,0.0530612244897959,0.0888669950738916,13,29,245,2.6,NA,1,NA,1,NA,1,NA,13,NA,NA,16,NA,0,NA,NA,NA,NA,NA,NA,29,NA,245,NA,NA,NA,NA,"Same"
"00-0034272","Marquez Valdes-Scantling","WR","GB",2020,63,33,1153,690,6,0.128048780487805,0.310530568273633,0.409444568523251,18.3015873015873,492,3713,139.3,NA,14,NA,4.5,NA,2.35714285714286,NA,82.3571428571429,NA,NA,49.2857142857143,NA,0.428571428571429,NA,NA,NA,NA,NA,NA,35.1428571428571,NA,265.214285714286,NA,NA,NA,NA,"Same"
"00-0034273","Damion Ratley","WR","NYG",2020,10,4,104,63,0,0.0505050505050505,0.0886615515771526,0.137820661861583,10.4,198,1173,10.3,NA,5,NA,2,NA,0.8,NA,20.8,NA,NA,12.6,NA,0,NA,NA,NA,NA,NA,NA,39.6,NA,234.6,NA,NA,NA,NA,"Same"
"00-0034279","Equanimeous St. Brown","WR","GB",2020,13,7,157,117,1,0.0481481481481481,0.0748688602765856,0.124630424415832,12.0769230769231,270,2097,25.4,NA,8,NA,1.625,NA,0.875,NA,19.625,NA,NA,14.625,NA,0.125,NA,NA,NA,NA,NA,NA,33.75,NA,262.125,NA,NA,NA,NA,"Same"
"00-0034286","Richie James","WR","SF",2020,35,23,373,391,1,0.128205128205128,0.220058997050148,0.346348990242796,10.6571428571429,273,1695,68.1,NA,7,NA,5,NA,3.28571428571429,NA,53.2857142857143,NA,NA,55.8571428571429,NA,0.142857142857143,NA,NA,NA,NA,NA,NA,39,NA,242.142857142857,NA,NA,NA,NA,"Same"
"00-0034297","Byron Pringle","WR","KC",2020,17,13,173,160,1,0.085427135678392,0.115333333333333,0.208874036850921,10.1764705882353,199,1500,35,NA,5,NA,3.4,NA,2.6,NA,34.6,NA,NA,32,NA,0.2,NA,NA,NA,NA,NA,NA,39.8,NA,300,NA,NA,NA,NA,"Same"
"00-0034309","Chad Beebe","WR","MIN",2020,30,20,181,201,2,0.0793650793650794,0.0702094647013188,0.168194244338542,6.03333333333333,378,2578,52.1,NA,10,NA,3,NA,2,NA,18.1,NA,NA,20.1,NA,0.2,NA,NA,NA,NA,NA,NA,37.8,NA,257.8,NA,NA,NA,NA,"Same"
"00-0034317","Keith Kirkwood","WR","CAR",2020,2,1,32,13,0,0.0606060606060606,0.123076923076923,0.177062937062937,16,33,260,2.3,NA,1,NA,2,NA,1,NA,32,NA,NA,13,NA,0,NA,NA,NA,NA,NA,NA,33,NA,260,NA,NA,NA,NA,"Same"
"00-0034348","Courtland Sutton","WR","DEN",2020,6,3,106,66,0,0.130434782608696,0.205825242718447,0.339729843815956,17.6666666666667,46,515,9.6,NA,1,NA,6,NA,3,NA,106,NA,NA,66,NA,0,NA,NA,NA,NA,NA,NA,46,NA,515,NA,NA,NA,NA,"Same"
"00-0034353","Anthony Miller","WR","CHI",2020,76,49,735,485,2,0.116923076923077,0.150924024640657,0.281031432633075,9.67105263157895,650,4870,110.7,NA,16,NA,4.75,NA,3.0625,NA,45.9375,NA,NA,30.3125,NA,0.125,NA,NA,NA,NA,NA,NA,40.625,NA,304.375,NA,NA,NA,NA,"Same"
"00-0034366","Keke Coutee","WR","HOU",2020,40,33,377,400,3,0.12987012987013,0.146407766990291,0.297290631698399,9.425,308,2575,91,NA,8,NA,5,NA,4.125,NA,47.125,NA,NA,50,NA,0.375,NA,NA,NA,NA,NA,NA,38.5,NA,321.875,NA,NA,NA,NA,"Same"
"00-0034370","DaeSean Hamilton","WR","DEN",2020,45,23,599,293,2,0.0997782705099778,0.147283009589378,0.252765512477531,13.3111111111111,451,4067,64.3,NA,12,NA,3.75,NA,1.91666666666667,NA,49.9166666666667,NA,NA,24.4166666666667,NA,0.166666666666667,NA,NA,NA,NA,NA,NA,37.5833333333333,NA,338.916666666667,NA,NA,NA,NA,"Same"
"00-0034386","Justin Watson","WR","TB",2020,11,7,106,94,0,0.0916666666666667,0.110762800417973,0.215033960292581,9.63636363636364,120,957,16.4,NA,3,NA,3.66666666666667,NA,2.33333333333333,NA,35.3333333333333,NA,NA,31.3333333333333,NA,0,NA,NA,NA,NA,NA,NA,40,NA,319,NA,NA,NA,NA,"Same"
"00-0034395","Daurice Fountain","WR","IND",2020,3,2,28,23,0,0.0545454545454545,0.0750670241286863,0.134365098708262,9.33333333333333,55,373,4.3,NA,2,NA,1.5,NA,1,NA,14,NA,NA,11.5,NA,0,NA,NA,NA,NA,NA,NA,27.5,NA,186.5,NA,NA,NA,NA,"Same"
"00-0034407","Ray-Ray McCloud","WR","PIT",2020,22,20,-33,91,0,0.047008547008547,-0.010036496350365,0.063487273067565,-1.5,468,3288,35.6,NA,11,NA,2,NA,1.81818181818182,NA,-3,NA,NA,8.27272727272727,NA,0,NA,NA,NA,NA,NA,NA,42.5454545454545,NA,298.909090909091,NA,NA,NA,NA,"Same"
"00-0034411","Russell Gage","WR","ATL",2020,109,72,927,786,4,0.162929745889387,0.171127930588887,0.364184170246301,8.5045871559633,669,5417,181.06,NA,16,NA,6.8125,NA,4.5,NA,57.9375,NA,NA,49.125,NA,0.25,NA,NA,NA,NA,NA,NA,41.8125,NA,338.5625,NA,NA,NA,NA,"Same"
"00-0034418","Cedrick Wilson","WR","DAL",2020,28,17,244,189,2,0.0665083135391924,0.0858852516719465,0.159882146479151,8.71428571428571,421,2841,51.62,NA,10,NA,2.8,NA,1.7,NA,24.4,NA,NA,18.9,NA,0.2,NA,NA,NA,NA,NA,NA,42.1,NA,284.1,NA,NA,NA,NA,"Same"
"00-0034419","Braxton Berrios","WR","NYJ",2020,55,37,416,394,3,0.124153498871332,0.126520681265207,0.274794725192643,7.56363636363636,443,3288,97.3,NA,13,NA,4.23076923076923,NA,2.84615384615385,NA,32,NA,NA,30.3076923076923,NA,0.230769230769231,NA,NA,NA,NA,NA,NA,34.0769230769231,NA,252.923076923077,NA,NA,NA,NA,"Same"
"00-0034426","Javon Wims","WR","CHI",2020,12,6,177,48,1,0.0343839541547278,0.0660694288913774,0.0978245314560559,14.75,349,2679,17,NA,9,NA,1.33333333333333,NA,0.666666666666667,NA,19.6666666666667,NA,NA,5.33333333333333,NA,0.111111111111111,NA,NA,NA,NA,NA,NA,38.7777777777778,NA,297.666666666667,NA,NA,NA,NA,"Same"
"00-0034487","Trent Sherfield","WR","ARI",2020,7,5,82,50,0,0.101449275362319,0.14936247723133,0.256727647105409,11.7142857142857,69,549,10,NA,2,NA,3.5,NA,2.5,NA,41,NA,NA,25,NA,0,NA,NA,NA,NA,NA,NA,34.5,NA,274.5,NA,NA,NA,NA,"Same"
"00-0034510","Robert Foster","WR","WAS",2020,6,2,84,37,0,0.041958041958042,0.0796208530805687,0.118671660093461,14,143,1055,5.7,NA,3,NA,2,NA,0.666666666666667,NA,28,NA,NA,12.3333333333333,NA,0,NA,NA,NA,NA,NA,NA,47.6666666666667,NA,351.666666666667,NA,NA,NA,NA,"Same"
"00-0034521","Allen Lazard","WR","GB",2020,46,33,458,451,3,0.139393939393939,0.18003144654088,0.335112921669525,9.95652173913044,330,2544,97.8,NA,10,NA,4.6,NA,3.3,NA,45.8,NA,NA,45.1,NA,0.3,NA,NA,NA,NA,NA,NA,33,NA,254.4,NA,NA,NA,NA,"Same"
"00-0034631","Vyncint Smith","WR","NYJ",2020,3,1,39,13,0,0.0441176470588235,0.0898617511520737,0.129079696394687,13,68,434,2.3,NA,2,NA,1.5,NA,0.5,NA,19.5,NA,NA,6.5,NA,0,NA,NA,NA,NA,NA,NA,34,NA,217,NA,NA,NA,NA,"Same"
"00-0034646","Brandon Powell","WR","ATL",2020,18,12,83,69,2,0.0435835351089588,0.0244693396226415,0.0825038403992873,4.61111111111111,413,3392,31.6,NA,10,NA,1.8,NA,1.2,NA,8.3,NA,NA,6.9,NA,0.2,NA,NA,NA,NA,NA,NA,41.3,NA,339.2,NA,NA,NA,NA,"Same"
"00-0034652","Cameron Batson","WR","TEN",2020,13,12,80,100,1,0.0462633451957295,0.0361990950226244,0.0947343843094314,6.15384615384615,281,2210,30,NA,9,NA,1.44444444444444,NA,1.33333333333333,NA,8.88888888888889,NA,NA,11.1111111111111,NA,0.111111111111111,NA,NA,NA,NA,NA,NA,31.2222222222222,NA,245.555555555556,NA,NA,NA,NA,"Same"
"00-0034653","Deontay Burnett","WR","PHI",2020,4,3,15,19,0,0.08,0.0424929178470255,0.149745042492918,3.75,50,353,4.9,NA,1,NA,4,NA,3,NA,15,NA,NA,19,NA,0,NA,NA,NA,NA,NA,NA,50,NA,353,NA,NA,NA,NA,"Same"
"00-0034660","Rico Gafford","WR","LV",2020,2,0,64,0,0,0.028169014084507,0.109215017064846,0.118704033072153,32,71,586,0,NA,2,NA,1,NA,0,NA,32,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,35.5,NA,293,NA,NA,NA,NA,"Same"
"00-0034676","James Washington","WR","PIT",2020,56,30,699,392,5,0.0835820895522388,0.150257953568358,0.230553701826209,12.4821428571429,670,4652,99.2,NA,16,NA,3.5,NA,1.875,NA,43.6875,NA,NA,24.5,NA,0.3125,NA,NA,NA,NA,NA,NA,41.875,NA,290.75,NA,NA,NA,NA,"Same"
"00-0034686","Auden Tate","WR","CIN",2020,22,14,207,150,0,0.0650887573964497,0.0786474164133739,0.152686327584036,9.40909090909091,338,2632,29,NA,8,NA,2.75,NA,1.75,NA,25.875,NA,NA,18.75,NA,0,NA,NA,NA,NA,NA,NA,42.25,NA,329,NA,NA,NA,NA,"Same"
"00-0034764","Michael Gallup","WR","DAL",2020,105,59,1237,843,5,0.153733528550512,0.260530749789385,0.412971817678338,11.7809523809524,683,4748,173.3,NA,16,NA,6.5625,NA,3.6875,NA,77.3125,NA,NA,52.6875,NA,0.3125,NA,NA,NA,NA,NA,NA,42.6875,NA,296.75,NA,NA,NA,NA,"Same"
"00-0034765","Tre'Quan Smith","WR","NO",2020,50,34,450,448,4,0.107991360691145,0.169619298906898,0.280720550271546,9,463,2653,103.1,NA,13,NA,3.84615384615385,NA,2.61538461538462,NA,34.6153846153846,NA,NA,34.4615384615385,NA,0.307692307692308,NA,NA,NA,NA,NA,NA,35.6153846153846,NA,204.076923076923,NA,NA,NA,NA,"Same"
"00-0034772","Antonio Callaway","WR","MIA",2020,4,2,28,20,0,0.0285714285714286,0.0267942583732057,0.0616131237183869,7,140,1045,4,NA,3,NA,1.33333333333333,NA,0.666666666666667,NA,9.33333333333333,NA,NA,6.66666666666667,NA,0,NA,NA,NA,NA,NA,NA,46.6666666666667,NA,348.333333333333,NA,NA,NA,NA,"Same"
"00-0034775","Christian Kirk","WR","ARI",2020,79,48,935,621,6,0.147113594040968,0.23882503192848,0.387847913411389,11.8354430379747,537,3915,146.4,NA,14,NA,5.64285714285714,NA,3.42857142857143,NA,66.7857142857143,NA,NA,44.3571428571429,NA,0.428571428571429,NA,NA,NA,NA,NA,NA,38.3571428571429,NA,279.642857142857,NA,NA,NA,NA,"Same"
"00-0034777","D.J. Chark","WR","JAX",2020,93,53,1300,706,5,0.175141242937853,0.334620334620335,0.496946098641014,13.9784946236559,531,3885,153.6,NA,13,NA,7.15384615384615,NA,4.07692307692308,NA,100,NA,NA,54.3076923076923,NA,0.384615384615385,NA,NA,NA,NA,NA,NA,40.8461538461538,NA,298.846153846154,NA,NA,NA,NA,"Same"
"00-0034827","D.J. Moore","WR","CAR",2020,118,66,1561,1193,4,0.217712177121771,0.402112313240598,0.608046884951075,13.228813559322,542,3882,211.5,NA,15,NA,7.86666666666667,NA,4.4,NA,104.066666666667,NA,NA,79.5333333333333,NA,0.266666666666667,NA,NA,NA,NA,NA,NA,36.1333333333333,NA,258.8,NA,NA,NA,NA,"Same"
"00-0034837","Calvin Ridley","WR","ATL",2020,144,91,2059,1381,9,0.227848101265823,0.405235189923243,0.625436784845005,14.2986111111111,632,5081,283.2,NA,15,NA,9.6,NA,6.06666666666667,NA,137.266666666667,NA,NA,92.0666666666667,NA,0.6,NA,NA,NA,NA,NA,NA,42.1333333333333,NA,338.733333333333,NA,NA,NA,NA,"Same"
"00-0034854","Khadarel Hodge","WR","CLE",2020,17,11,278,180,0,0.0862944162436548,0.165970149253731,0.245620728843094,16.3529411764706,197,1675,29,NA,7,NA,2.42857142857143,NA,1.57142857142857,NA,39.7142857142857,NA,NA,25.7142857142857,NA,0,NA,NA,NA,NA,NA,NA,28.1428571428571,NA,239.285714285714,NA,NA,NA,NA,"Same"
"00-0034928","Steven Sims","WR","WAS",2020,37,27,262,265,1,0.0816777041942605,0.0975428145941921,0.190796526507325,7.08108108108108,453,2686,61.3,NA,11,NA,3.36363636363636,NA,2.45454545454545,NA,23.8181818181818,NA,NA,24.0909090909091,NA,0.0909090909090909,NA,NA,NA,NA,NA,NA,41.1818181818182,NA,244.181818181818,NA,NA,NA,NA,"Same"
"00-0034960","Jakobi Meyers","WR","NE",2020,81,59,826,729,0,0.22752808988764,0.3557278208441,0.590301609422331,10.1975308641975,356,2322,142.52,NA,12,NA,6.75,NA,4.91666666666667,NA,68.8333333333333,NA,NA,60.75,NA,0,NA,NA,NA,NA,NA,NA,29.6666666666667,NA,193.5,NA,NA,NA,NA,"Same"
"00-0034983","Hunter Renfrow","WR","LV",2020,77,56,547,656,2,0.132987910189983,0.121772039180766,0.28472229271151,7.1038961038961,579,4492,133.6,NA,16,NA,4.8125,NA,3.5,NA,34.1875,NA,NA,41,NA,0.125,NA,NA,NA,NA,NA,NA,36.1875,NA,280.75,NA,NA,NA,NA,"Same"
"00-0035006","Olabisi Johnson","WR","MIN",2020,19,14,215,189,0,0.0673758865248227,0.0959393128067827,0.168221348751982,11.3157894736842,282,2241,32.9,NA,8,NA,2.375,NA,1.75,NA,26.875,NA,NA,23.625,NA,0,NA,NA,NA,NA,NA,NA,35.25,NA,280.125,NA,NA,NA,NA,"Same"
"00-0035021","Ashton Dulin","WR","IND",2020,6,3,31,53,0,0.0265486725663717,0.0195707070707071,0.0535225037990525,5.16666666666667,226,1584,9.4,NA,7,NA,0.857142857142857,NA,0.428571428571429,NA,4.42857142857143,NA,NA,7.57142857142857,NA,0,NA,NA,NA,NA,NA,NA,32.2857142857143,NA,226.285714285714,NA,NA,NA,NA,"Same"
