"PlayerName","season","week","WK3_FPpG","WK3_NOTDFPpG","WK3_WOPR","WK3_Targets","DKSalary","XTD_Diff","NWFP","NW_DKValue","NW_DKSalary","WK3_Predicted_FPpG_TE","Pred_Diff","Pred_Diff_Group","SQWK3_FPpG","SQWK3_NOTDFPpG"
"Antonio Gates",2016,5,9.5,5.5,0.279275114419121,4.66666666666667,4000,-2.80864017801075,3.6,1.16129032258065,3100,3.44481288481811,-2.36673581140885,"BOSS",3.08220700148449,2.34520787991171
"Antonio Gates",2016,6,9.03333333333333,5.03333333333333,0.353930106381646,5.33333333333333,3100,-1.90308274604331,8.8,3.03448275862069,2900,3.34713329002244,-2.16996792784314,"Keep an Eye On",3.00555042102663,2.24350915606185
"Antonio Gates",2016,7,8.46666666666667,6.46666666666667,0.389093137254902,7,2900,-0.934648912250443,13.3,4.92592592592593,2700,3.09848398929558,-1.13393636525441,"Keep an Eye On",2.90975371237269,2.54296414970142
"Antonio Gates",2016,8,8.56666666666667,6.56666666666667,0.440216376517107,8.33333333333333,2700,-0.28851368458361,18.5,6.16666666666667,3000,3.15384512750899,-1.38007242164555,"BOSS",2.92688685580203,2.56255081250434
"Antonio Gates",2016,9,13.5333333333333,9.53333333333333,0.475985137076126,9.33333333333333,3000,-1.31623689023683,16.3,4.17948717948718,3900,3.85156238107315,-1.30119944196453,"Keep an Eye On",3.67876790968571,3.08760964717584
"Antonio Gates",2016,10,16.0333333333333,10.0333333333333,0.487852664576803,9,3900,-2.12882843388224,7.7,1.83333333333333,4200,4.06174443901085,-0.46443455450224,"carry on",4.0041644987854,3.16754373818789
"Antonio Gates",2016,13,14.1666666666667,10.1666666666667,0.465765992208119,7.33333333333333,4100,-1.57754126255183,11.1,2.92105263157895,3800,3.58634350183967,1.30480695347901,"carry on",3.7638632635454,3.18852107828483
"Antonio Gates",2016,14,11.7,9.7,0.411253232062056,7.33333333333333,3800,-1.67454958303258,2.1,0.51219512195122,4100,3.24871278951145,1.14586521126473,"carry on",3.42052627529741,3.11448230047949
"Antonio Gates",2016,15,6.96666666666667,6.96666666666667,0.317938231561134,5,4100,-0.853556493291959,23.4,5.31818181818182,4400,2.57455307070815,0.338343152773902,"carry on",2.63944438597722,2.63944438597722
"Antonio Gates",2016,16,12.2,10.2,0.442094691535151,8,4400,-2.27375635405415,16.5,4.34210526315789,3800,3.57231869147994,-0.561460833496962,"carry on",3.4928498393146,3.19374388453426
"Antonio Gates",2017,1,3.7,3.7,0.188918597742127,3,3000,-0.357301206916738,9.1,3.03333333333333,3000,1.97258113183221,-0.191076321660424,"carry on",1.92353840616713,1.92353840616713
"Antonio Gates",2017,2,6.4,3.4,0.204114114114114,3.5,3000,-1.16013529705999,5,1.66666666666667,3000,2.51980464853305,0.0505845332312509,"carry on",2.5298221281347,1.84390889145858
"Antonio Gates",2017,3,5.93333333333333,3.93333333333333,0.216602532969702,4,3000,-1.0761084484658,4.8,1.6551724137931,2900,2.46269938929564,-0.131554948703767,"carry on",2.43584345419268,1.9832633040858
"Antonio Gates",2017,4,6.3,4.3,0.229461784548061,4.66666666666667,2900,-1.3341251506717,4.3,1.3030303030303,3300,2.66667428917873,-0.811151764566901,"carry on",2.50998007960223,2.07364413533277
"Antonio Gates",2017,5,4.7,4.7,0.209930789101721,4.33333333333333,3300,-0.438789592719272,2.6,0.866666666666667,3000,2.20284805602283,-0.15253955792357,"carry on",2.16794833886788,2.16794833886788
"Antonio Gates",2017,6,3.9,3.9,0.16104668772446,3,3000,-0.469087006149359,1.4,0.5,2800,2.05640720150033,-0.328810578382419,"carry on",1.97484176581315,1.97484176581315
"Antonio Gates",2017,7,2.76666666666667,2.76666666666667,0.11470080552359,1.66666666666667,2800,-0.193300747292374,4.5,1.55172413793103,2900,1.73771164139744,-0.252975081981517,"carry on",1.66332999331662,1.66332999331662
"Antonio Gates",2017,8,2.83333333333333,2.83333333333333,0.0995558156635004,1.33333333333333,2900,-0.61497573510439,1.3,0.481481481481482,2700,1.78052326202227,-0.336929753269074,"carry on",1.68325082306035,1.68325082306035
"Antonio Gates",2017,10,2.4,2.4,0.103245513554792,1.66666666666667,2700,-0.803958624137055,0,0,2600,1.86309969474348,-1.07114047255323,"carry on",1.54919333848297,1.54919333848297
"Antonio Gates",2017,13,2.06666666666667,2.06666666666667,0.156684274685087,2.66666666666667,2700,0.336285126060933,0,0,2800,1.87314703527228,-1.44201314908266,"carry on",1.43759057685652,1.43759057685652
"Antonio Gates",2017,15,4.73333333333333,2.73333333333333,0.151497286795739,2.66666666666667,2500,-0.86484511082788,20.1,8.04,2500,2.17357673180641,0.00889752428308643,"carry on",2.17562251627743,1.6532795690183
"Antonio Gates",2017,16,9.36666666666667,5.36666666666667,0.243039303143202,4,2500,-1.55111965324511,8.6,2.04761904761905,4200,2.72564781143593,1.93751067468117,"carry on",3.06050104830347,2.31660671385254
"Antonio Gates",2018,1,3.6,3.6,0.12566889632107,3,2600,-0.626546850264763,0,0,2600,1.86912842740281,0.106358921874711,"carry on",1.89736659610103,1.89736659610103
"Antonio Gates",2018,3,3.7,3.7,0.190282980037045,3,2600,-0.259118287650603,10.7,3.96296296296296,2700,2.00625996983981,-0.325079066581636,"carry on",1.92353840616713,1.92353840616713
"Antonio Gates",2018,4,6.06666666666667,4.06666666666667,0.253844005090164,3.33333333333333,2700,-0.898621647305693,3.9,1.39285714285714,2800,2.58251434287935,-0.602713664510897,"carry on",2.46306042692149,2.01659779496722
"Antonio Gates",2018,5,7.36666666666667,5.36666666666667,0.266800554016621,3.66666666666667,2800,-1.07375262877296,1.5,0.535714285714286,2800,2.62382930048989,0.482186468557387,"carry on",2.71416039810964,2.31660671385254
"Antonio Gates",2018,6,5.36666666666667,3.36666666666667,0.197063142437592,2.66666666666667,2800,-1.23325918052328,3.1,1.14814814814815,2700,2.45840214935886,-0.677074461305597,"carry on",2.31660671385254,1.83484785926972
"Antonio Gates",2018,7,2.83333333333333,2.83333333333333,0.180624774286746,2.33333333333333,2700,-0.468523692143087,2.8,1.03703703703704,2700,2.05339369829484,-1.38309234686363,"Keep an Eye On",1.68325082306035,1.68325082306035
"Antonio Gates",2018,10,2.46666666666667,2.46666666666667,0.189347624718804,2.33333333333333,2600,-0.310034523989401,19,7.6,2500,2.08827062277208,-1.89420752726622,"BOSS",1.57056253191863,1.57056253191863
"Antonio Gates",2018,11,8.3,6.3,0.266498076559248,4,2500,-1.29569864464655,2.8,0.96551724137931,2900,2.90381703668803,-0.132153382559643,"carry on",2.88097205817759,2.50998007960223
"Antonio Gates",2018,12,8.2,6.2,0.22574057303356,3.33333333333333,2900,-1.03516649390395,0,0,2800,2.60886171902506,1.39384053100561,"carry on",2.86356421265527,2.48997991959775
"Antonio Gates",2018,14,2.23333333333333,2.23333333333333,0.0914565826330532,1.33333333333333,2800,0.0292074019589349,9.4,3.35714285714286,2800,1.51349797426091,-0.0573427847585313,"carry on",1.49443411809733,1.49443411809733
"Antonio Gates",2018,15,4.43333333333333,4.43333333333333,0.152642857142857,2.66666666666667,2800,-0.196445192222228,5.1,1.37837837837838,3700,1.79535311765631,1.21004051625509,"carry on",2.10554822631383,2.10554822631383
"Antonio Gates",2018,16,6.13333333333333,6.13333333333333,0.220158102766798,4,3700,-0.374768064279607,0,0,2900,2.07993614923087,1.80719894845601,"carry on",2.47655674946756,2.47655674946756
"Jason Witten",2014,1,3.4,3.4,0.347680412371134,6,4500,0.0182794120049611,7.2,1.89473684210526,3800,2.74046926006691,-4.11017176537165,"BOSS",1.84390889145858,1.84390889145858
"Jason Witten",2014,2,5.3,5.3,0.395054322153991,6.5,3800,-0.35953356788787,8.9,2.28205128205128,3900,2.83667510539617,-2.74672565357436,"BOSS",2.30217288664427,2.30217288664427
"Jason Witten",2014,3,6.5,6.5,0.420334967320261,6,3900,0.100461248646925,11.1,2.64285714285714,4200,2.68026663813935,-0.683829251522808,"carry on",2.54950975679639,2.54950975679639
"Jason Witten",2014,4,9.06666666666667,9.06666666666667,0.417604192398631,5.66666666666667,4200,0.153584549828051,9.9,2.35714285714286,4200,2.5196086219296,2.7182390589647,"carry on",3.01109061083632,3.01109061083632
"Jason Witten",2014,5,9.96666666666667,9.96666666666667,0.354672529203307,5,4200,0.220188662276537,10.4,2.88888888888889,3600,2.29159486488704,4.71525964189001,"carry on",3.15700279801375,3.15700279801375
"Jason Witten",2014,6,10.4666666666667,8.46666666666667,0.337992610837438,5,3600,-0.983368182675406,4.7,1.30555555555556,3600,2.75380885446139,2.88320345975669,"carry on",3.23522281561358,2.90975371237269
"Jason Witten",2014,7,8.33333333333333,6.33333333333333,0.291201629327902,4,3600,-0.944241048915783,18,4.86486486486486,3700,2.58816282542126,1.6347465224408,"carry on",2.88675134594813,2.51661147842358
"Jason Witten",2014,8,11.0333333333333,7.03333333333333,0.359865739630784,5,3700,-2.14744083520776,12.2,3.8125,3200,3.25969573595503,0.407717042329946,"carry on",3.3216461782275,2.65204323745548
